0	1287411463	30.2691029532	-97.7493953705	420315
0	1286892131	30.2679095833	-97.7493124167	21714
0	1286883880	30.2691029532	-97.7493953705	420315
0	1286867943	30.2691029532	-97.7493953705	420315
0	1286378734	30.2691029532	-97.7493953705	420315
0	1286266235	30.2691029532	-97.7493953705	420315
0	1286174761	30.2679095833	-97.7493124167	21714
0	1286115709	30.2448597206	-97.7571630478	18417
0	1285914999	30.2679095833	-97.7493124167	21714
0	1285570321	30.2691029532	-97.7493953705	420315
0	1285413711	30.244761	-97.7489610333	25151
0	1285335133	30.2691029532	-97.7493953705	420315
0	1285311537	30.2679095833	-97.7493124167	21714
0	1285165467	30.2679095833	-97.7493124167	21714
0	1285070628	30.2679095833	-97.7493124167	21714
0	1284563053	30.2691029532	-97.7493953705	420315
0	1283936299	30.2691029532	-97.7493953705	420315
0	1283864912	30.2691029532	-97.7493953705	420315
0	1283847169	30.2691029532	-97.7493953705	420315
0	1283702837	30.2637747742	-97.7706599236	9263
0	1283607160	30.2448597206	-97.7571630478	18417
0	1283274495	30.2448597206	-97.7571630478	18417
0	1283242741	30.2691029532	-97.7493953705	420315
0	1283173045	30.2679095833	-97.7493124167	21714
0	1283149025	30.26485415	-97.7438453833	480992
0	1283005677	30.2448597206	-97.7571630478	18417
0	1282994171	30.2637747742	-97.7706599236	9263
0	1282929131	30.244761	-97.7489610333	25151
0	1282834052	30.2662396721	-97.7459084988	9225
0	1282803096	30.26485415	-97.7438453833	480992
0	1282733944	30.2691029532	-97.7493953705	420315
0	1282672988	30.2637747742	-97.7706599236	9263
0	1282638413	30.2691029532	-97.7493953705	420315
0	1282545949	30.2679095833	-97.7493124167	21714
0	1282385400	30.2448597206	-97.7571630478	18417
0	1282243748	30.2015573297	-97.6671266556	9410
0	1282226349	37.6163560649	-122.3861503601	19542
0	1282125397	37.7826046833	-122.4076080167	14608
0	1282048765	30.2691029532	-97.7493953705	420315
0	1281694247	30.2691029532	-97.7493953705	420315
0	1281625212	30.2691029532	-97.7493953705	420315
0	1281599454	30.2691029532	-97.7493953705	420315
