267	1287567840	30.2691029532	-97.7493953705	420315
267	1287555915	30.2679095833	-97.7493124167	21714
267	1287494679	30.2691029532	-97.7493953705	420315
267	1287466372	30.269767797	-97.7482661605	78290
267	1287418846	30.3067650667	-97.7445846167	120362
267	1287410295	30.255337127	-97.7626669407	43638
267	1287407600	30.2955079	-97.7428507667	9453
267	1287406350	30.2450661333	-97.7515263333	20922
267	1287402013	30.2668906357	-97.7456858754	9223
267	1287381615	30.26485415	-97.7438453833	480992
267	1287334809	30.2628017711	-97.7621519566	18452
267	1287323727	30.2734579457	-97.7664220333	820726
267	1287310205	30.2707337816	-97.7537029982	9241
267	1287302813	30.2557309927	-97.7633857727	316637
267	1287251487	30.2719267709	-97.7544701099	16238
267	1287220694	30.2497407833	-97.7546744833	37156
267	1287130522	30.2691029532	-97.7493953705	420315
267	1287123564	30.2679095833	-97.7493124167	21714
267	1287082122	30.2662396721	-97.7459084988	9225
267	1287079865	30.2695755256	-97.7495133877	18568
267	1287058105	30.2679095833	-97.7493124167	21714
267	1287042687	30.3101526622	-97.7401578426	1067829
267	1287042657	30.3172659833	-97.7405977167	11384
267	1286965454	30.2691029532	-97.7493953705	420315
267	1286950935	30.2679095833	-97.7493124167	21714
267	1286909117	30.2668906357	-97.7456858754	9223
267	1286897700	30.2367865827	-97.7628627419	18758
267	1286893959	30.2654334905	-97.755907774	22086
267	1286882473	30.2691029532	-97.7493953705	420315
267	1286868148	30.2691029532	-97.7493953705	420315
267	1286865919	30.2679095833	-97.7493124167	21714
267	1286817645	30.2707337816	-97.7537029982	9241
267	1286781834	30.2691029532	-97.7493953705	420315
267	1286778162	30.2679095833	-97.7493124167	21714
267	1286731996	30.2671848421	-97.7627635002	4995246
267	1286716705	30.2674906304	-97.7704024315	4992438
267	1286704475	30.27195745	-97.7541688167	23257
267	1286700933	30.2679095833	-97.7493124167	21714
267	1286698988	30.25838725	-97.7876332667	31928
267	1286658195	30.269767797	-97.7482661605	78290
267	1286615976	30.2666103281	-97.7646839619	4997564
267	1286613357	30.2707337816	-97.7537029982	9241
267	1286555049	30.2666103281	-97.7646839619	4997564
267	1286552885	30.2674906304	-97.7704024315	4992438
267	1286524019	30.26485415	-97.7438453833	480992
267	1286516643	30.2620048281	-97.7416920662	20063
267	1286489933	30.2668906357	-97.7456858754	9223
267	1286479748	30.2702114098	-97.7497132123	15478
267	1286438048	30.2691029532	-97.7493953705	420315
267	1286432563	30.269767797	-97.7482661605	78290
267	1286431689	30.2679095833	-97.7493124167	21714
267	1286393235	30.2607051484	-97.7378162742	85830
267	1286377673	30.2686964002	-97.7456147969	9313
267	1286344715	30.2679095833	-97.7493124167	21714
267	1286279848	30.26766669	-97.7709388733	9262
267	1286277919	30.2679095833	-97.7493124167	21714
267	1286267673	30.2691029532	-97.7493953705	420315
267	1286257625	30.2679095833	-97.7493124167	21714
267	1286174170	30.2679095833	-97.7493124167	21714
267	1286096029	30.2367865827	-97.7628627419	18758
267	1286094727	30.27195745	-97.7541688167	23257
267	1286090802	30.2795831833	-97.7594679667	15678
267	1286025500	30.2580106167	-97.7397394167	9256
267	1286011421	30.2448597206	-97.7571630478	18417
267	1286009121	30.2707337816	-97.7537029982	9241
267	1285954293	30.2557309927	-97.7633857727	316637
267	1285952028	30.2546525	-97.762506	13031
267	1285854098	30.2691029532	-97.7493953705	420315
267	1285838838	30.2670273144	-97.7445030212	17831
267	1285826641	30.2679095833	-97.7493124167	21714
267	1285781442	30.2678382333	-97.7472925167	9370
267	1285776804	30.26717305	-97.7446746667	88066
267	1285740248	30.2679095833	-97.7493124167	21714
267	1285709587	30.272031012	-97.7541106939	140363
267	1285694943	30.2668906357	-97.7456858754	9223
267	1285676332	30.2679095833	-97.7493124167	21714
267	1285667281	30.2691029532	-97.7493953705	420315
267	1285653508	30.2679095833	-97.7493124167	21714
267	1285604940	30.3067650667	-97.7445846167	120362
267	1285570506	30.2691029532	-97.7493953705	420315
267	1285515781	30.2748674667	-97.7516181167	18266
267	1285415777	30.2714843241	-97.7416706085	13469
267	1285408005	30.2634181234	-97.7575966669	16516
267	1285352501	30.2671663094	-97.7463054657	37916
267	1285349964	30.2668906357	-97.7456858754	9223
267	1285347920	30.269767797	-97.7482661605	78290
267	1285323440	30.2691029532	-97.7493953705	420315
267	1285308858	30.2679095833	-97.7493124167	21714
267	1285268305	30.2695755256	-97.7495133877	18568
267	1285253739	30.3172659833	-97.7405977167	11384
267	1285225844	30.2691029532	-97.7493953705	420315
267	1285181271	30.2694643323	-97.7499103546	293641
267	1285169627	30.265405691	-97.7477914095	46946
267	1285157491	30.2679095833	-97.7493124167	21714
267	1285142980	30.2691029532	-97.7493953705	420315
267	1285088671	30.2748674667	-97.7516181167	18266
267	1285067734	30.2691029532	-97.7493953705	420315
267	1285050508	30.2691029532	-97.7493953705	420315
267	1285050018	30.2679095833	-97.7493124167	21714
267	1284983182	30.2679095833	-97.7493124167	21714
267	1284972184	30.2691029532	-97.7493953705	420315
267	1284965196	30.2679095833	-97.7493124167	21714
267	1284883686	30.2670273144	-97.7445030212	17831
267	1284881621	30.2668906357	-97.7456858754	9223
267	1284808692	30.2855489862	-97.7420032024	43933
267	1284801993	30.25838725	-97.7876332667	31928
267	1284758128	30.272031012	-97.7541106939	140363
267	1284742713	30.2546525	-97.762506	13031
267	1284660024	30.2668906357	-97.7456858754	9223
267	1284650170	30.2703917	-97.7509832333	13339
267	1284638058	30.2691029532	-97.7493953705	420315
267	1284580076	30.2015573297	-97.6671266556	9410
267	1284575207	32.8974616458	-97.040348053	10259
267	1284558935	45.5889060639	-122.5931739807	17165
267	1284482336	45.5889060639	-122.5931739807	17165
267	1284471612	45.5188873508	-122.6793050766	17303
267	1284364925	45.5226767	-122.6733613	13281
267	1284321361	45.5644695282	-122.6299524307	17654
267	1284225236	45.5240816466	-122.6754963398	17397
267	1284211450	45.5230556045	-122.6812309027	17645
267	1284209405	45.5188873508	-122.6793050766	17303
267	1284208350	45.5178649727	-122.6768374443	19104
267	1284208031	45.5181506391	-122.6771271229	64667
267	1284154607	45.5889060639	-122.5931739807	17165
267	1284144834	40.7862280278	-111.9822263718	34041
267	1284130114	30.2015573297	-97.6671266556	9410
267	1284110427	30.2695755256	-97.7495133877	18568
267	1284100763	30.2691029532	-97.7493953705	420315
267	1284100467	30.2679095833	-97.7493124167	21714
267	1284051837	30.2937038167	-97.7417999	38449
267	1284022775	30.4015818147	-97.7265161276	11591
267	1283967276	30.2699924993	-97.7542555332	24457
267	1283965129	30.2707337816	-97.7537029982	9241
267	1283929519	30.2691029532	-97.7493953705	420315
267	1283925826	30.2679095833	-97.7493124167	21714
267	1283839735	30.2679095833	-97.7493124167	21714
267	1283787122	30.3237125167	-97.7274703833	24986
267	1283776919	30.26175155	-97.7618140833	22071
267	1283592861	30.2748674667	-97.7516181167	18266
267	1283588364	30.2341262875	-97.8287029266	53485
267	1283551195	30.269767797	-97.7482661605	78290
267	1283537936	30.2686964002	-97.7456147969	9313
267	1283535134	30.2668906357	-97.7456858754	9223
267	1283534182	30.2724370667	-97.7557640667	92535
267	1283496771	30.2691029532	-97.7493953705	420315
267	1283495783	30.269767797	-97.7482661605	78290
