24928
0	0.871069	0.0391155	0.706182	0.00857126	0.190017	0.00722762
2	0.936785	0.00189973	0.743299	0.00202536	0.120483	0.000245927
4	0.764386	0.0144223	0.755626	0.00317116	0.112531	0.00149547
5	0.628448	0.0516794	0.685518	0.00210444	0.197242	0.00103906
7	0.98431	0.000518895	0.680722	4.63294e-014	0.194485	4.34715e-014
9	0.886337	0.0166276	0.77386	4.48913e-014	0.204383	4.34715e-014
10	0.661469	0.0238636	0.77386	4.45162e-014	0.204383	4.34715e-014
13	0.796979	0.00886211	0.816344	0.00986954	0.206622	0.0342887
15	0.901596	0.0151115	0.778496	0.0202078	0.244152	0.0791408
16	0.525294	0.0061887	0.779016	0.00124666	0.208982	0.0309055
17	0.918967	8.99993e-005	0.804685	4.45162e-014	0.226998	4.34715e-014
18	0.573624	0.254873	0.717611	4.73922e-014	0.129112	4.75783e-014
19	0.692067	0.0694662	0.682603	0.000551458	0.194296	0.00072595
22	0.523512	0.189434	0.720848	0.0150994	0.214446	0.0092868
25	0.491354	0.0256567	0.759447	4.47663e-014	0.11506	4.36718e-014
27	0.818747	0.0590131	0.683256	0.000973055	0.19389	0.000760931
28	0.894906	0.00966663	0.791669	0.00329659	0.197206	0.00122425
29	0.893898	0.0361573	0.727946	0.0168161	0.219824	0.0074442
31	0.940349	0.00651929	0.685748	0.0029185	0.195803	0.000216089
32	0.844954	0.0665067	0.680722	4.50164e-014	0.194485	3.92646e-014
34	0.955902	0.00249984	0.767601	0.000973955	0.154194	0.024145
35	0.703179	0.195336	0.714808	0.0037781	0.204053	0.00317377
40	0.733767	0.0140419	0.781285	0.00134046	0.215314	0.0270632
41	0.89941	0.0185256	0.696118	0.00866137	0.201582	0.00169218
42	0.587099	0.0550923	0.705229	0.00790084	0.185226	0.00662502
44	0.826034	0.0720657	0.717836	0.0134511	0.220189	0.00694419
51	0.865245	0.000299606	0.764348	0.015731	0.234743	0.0195406
52	0.807379	0.154672	0.698638	0.00676024	0.196475	0.00559561
53	0.812837	0.103089	0.758169	0.0004806	0.125123	0.00541624
54	0.700329	0.198604	0.691323	0.00501419	0.200151	0.0027674
59	0.498978	0.0974242	0.770488	0.000119062	0.237179	0.0156745
62	0.500218	0.287265	0.74677	0.00924583	0.152685	0.0150213
63	0.783961	0.0702379	0.768057	0.00880172	0.135963	0.0413988
65	0.915955	0.00864796	0.77386	4.47663e-014	0.204383	4.34715e-014
66	0.931258	0.0115145	0.680722	4.55166e-014	0.194485	3.97654e-014
67	0.943144	3.61778e-005	0.741032	0.0333927	0.276754	0.0937069
68	0.472208	5.30866e-006	0.686066	0.000836429	0.200663	0.00120375
69	0.997574	5.71888e-008	0.661456	4.45162e-014	0.247219	4.34214e-014
70	0.612938	0.0042582	0.765265	0.000495914	0.12904	0.00308122
71	0.675241	0.17704	0.735183	0.070207	0.223962	0.0827383
72	0.899657	9.34338e-012	0.905105	4.45162e-014	0.510461	4.34715e-014
73	0.823636	0.0699456	0.742228	0.00217073	0.143478	0.0116578
75	0.773313	0.179399	0.77386	4.45162e-014	0.204383	4.34715e-014
77	0.730169	0.0511278	0.694828	0.00470457	0.185203	0.00518896
78	0.53647	0.0736884	0.740445	0.0056186	0.138377	0.00827884
79	0.746324	0.0257166	0.688197	0.0023105	0.185861	0.0030231
81	0.590449	0.146945	0.731803	0.0079257	0.158185	0.0123817
82	0.960217	0.00704337	0.759447	4.47663e-014	0.11506	4.36718e-014
83	0.944151	0.00401062	0.68335	0.00114641	0.196402	0.000657081
84	0.800739	0.0138424	0.748643	0.00392284	0.131336	0.00735505
85	0.581344	0.168066	0.751051	0.0239845	0.163802	0.0651896
86	0.811497	0.0368689	0.759255	1.78735e-005	0.116456	0.00102359
87	0.696362	0.192101	0.759447	4.45162e-014	0.11506	4.36718e-014
88	0.806256	0.0592195	0.689003	0.00303429	0.191992	0.00309571
89	0.603797	0.312134	0.699627	0.00112437	0.195036	0.00054874
91	0.675831	0.106377	0.689132	0.00306644	0.190744	0.00245501
92	0.550699	0.0396713	0.735139	0.0142071	0.185008	0.0469462
93	0.917368	0.0188583	0.755298	0.00064703	0.125964	0.00576736
94	0.561797	0.324827	0.70885	0.00171078	0.197961	0.000141948
95	0.966748	0.00100437	0.770505	0.00102609	0.1487	0.00349567
96	0.565352	0.0994656	0.722684	0.00908556	0.16406	0.0114861
97	0.968172	0.00322971	0.69775	0.00880121	0.203223	0.00435741
98	0.710664	0.124669	0.680337	0.000145269	0.196898	0.000625253
99	0.586919	0.266539	0.798456	0.0197091	0.220639	0.156469
100	0.963826	0.000724456	0.722368	0.0543492	0.313029	0.0682818
101	0.556094	0.0649268	0.780148	0.00257628	0.181385	0.02719
102	0.919946	0.0150382	0.680182	1.13887e-005	0.195335	3.03604e-005
103	0.771683	8.116e-005	0.75833	0.000219234	0.118375	0.00207974
104	0.753184	0.123486	0.747839	0.00549368	0.139147	0.0078355
106	0.585703	0.193314	0.734894	0.00653652	0.141944	0.00827678
107	0.669773	0.277007	0.753914	0.00626314	0.192039	0.00402171
109	0.689919	0.0561708	0.683388	0.00235842	0.193334	0.00047288
110	0.787764	0.0182234	0.77386	4.45162e-014	0.204383	4.34715e-014
111	0.982198	0.00035966	0.787372	0.00137897	0.234229	0.0240921
112	0.67512	0.133894	0.680722	3.8514e-014	0.194485	4.56751e-014
114	0.831184	0.020717	0.817655	0.0295776	0.135721	0.00674551
115	0.726142	0.0293036	0.686847	0.0032562	0.199829	0.00182457
116	0.64316	0.143051	0.683485	0.00099067	0.192005	0.00106028
119	0.728454	0.146424	0.6688	0.0140524	0.216116	0.0187974
121	0.716434	0.163141	0.683693	0.00109882	0.191488	0.0012038
122	0.956195	0.00201388	0.702292	0.000649057	0.196689	7.29692e-006
124	0.639228	0.186979	0.753598	0.00418209	0.137419	0.0113682
125	0.662454	0.16224	0.703899	0.000531513	0.19721	8.4693e-005
127	0.690998	0.0862933	0.770492	0.00186135	0.211014	0.00604335
128	0.588969	0.0393138	0.756384	0.00141937	0.11919	0.00277874
129	0.636252	0.0202806	0.759447	4.47663e-014	0.11506	4.36718e-014
130	0.362131	0.143524	0.756667	0.00126563	0.121714	0.00356123
131	0.763869	0.0518094	0.680722	4.46412e-014	0.194485	3.97654e-014
133	0.817607	0.0538078	0.728962	0.00608872	0.148492	0.00869676
135	0.733951	0.0821224	0.720054	0.00756513	0.163269	0.00816826
136	0.602039	0.260299	0.749154	0.00254624	0.252254	0.00208489
138	0.424225	0.555731	0.686881	0.00194139	0.190644	0.00223574
139	0.839876	0.00822763	0.850356	0.00463565	0.142047	0.0177931
140	0.649945	0.189479	0.750223	0.00679047	0.14944	0.00595717
141	0.678869	0.177086	0.688334	0.00299365	0.193874	0.00244589
142	0.882687	0.0422562	0.7783	0.00506338	0.221477	0.0033173
143	0.647799	0.201333	0.683735	0.00121112	0.193166	0.00104082
146	0.571626	0.109909	0.746271	0.00605671	0.209061	0.00124114
148	0.578086	0.127458	0.685076	0.0019643	0.195277	0.000824361
152	0.939489	0.00202453	0.916458	0.00188814	0.521083	0.00177897
153	0.705704	0.215509	0.680722	4.48288e-014	0.194485	3.95651e-014
154	0.953573	0.00297826	0.680722	4.5204e-014	0.194485	4.29707e-014
156	0.727036	0.0586671	0.692893	0.00418929	0.184636	0.00400942
157	0.636905	0.205039	0.746671	0.00711018	0.132549	0.00527358
158	0.637307	0.173503	0.763541	0.00170006	0.134653	0.0109985
159	0.967859	0.00173079	0.759447	4.48913e-014	0.11506	4.35717e-014
160	0.728742	0.283867	0.791297	0.00365015	0.196845	0.0230786
162	0.657238	0.204132	0.691998	0.00124656	0.184298	0.00227711
163	0.749799	0.0617577	0.681249	0.000167039	0.194106	0.000163571
164	0.755941	0.167981	0.888815	0.000262725	0.540563	7.83608e-005
166	0.52127	0.106737	0.682504	0.000572436	0.192966	0.0005173
167	0.50279	0.0769147	0.905105	3.95144e-014	0.510461	4.34715e-014
169	0.947147	0.00387509	0.717611	4.43912e-014	0.129112	4.32712e-014
170	0.64403	0.260142	0.722646	0.0026561	0.134097	0.00290364
171	0.909717	0.00203231	0.680722	4.45787e-014	0.194485	4.39723e-014
172	0.688078	0.173602	0.686032	0.00520257	0.202136	0.0122643
174	0.548951	0.139289	0.615226	0.0231709	0.0297254	0.0272553
175	0.717896	0.209161	0.981343	0.00492129	0.5643	0.00898833
176	0.529343	0.0186708	0.757947	0.00035495	0.116077	0.000168926
177	0.509802	0.00688236	0.759165	0.000110068	0.11561	0.000126908
179	0.891477	0.0190287	0.764883	0.000721449	0.141149	0.0178851
180	0.61894	0.176094	0.684696	0.00318462	0.192954	0.000609578
182	0.470194	0.073696	0.733413	0.00847976	0.168608	0.0158841
184	0.520077	0.0976703	0.787139	0.00405154	0.157773	0.00554762
185	0.736328	0.0736522	0.76079	0.0124248	0.151296	0.00940559
188	0.586518	0.136778	0.810782	0.0282139	0.203494	0.0678165
189	0.659797	0.310339	0.780743	0.00100129	0.172985	0.00343992
190	0.664053	0.31231	0.780627	0.00150734	0.174766	0.00471398
191	0.683945	0.0325332	0.759704	4.07381e-005	0.116297	0.00100992
192	0.937023	0.0034691	0.77386	4.45162e-014	0.204383	4.34715e-014
193	0.859403	8.9904e-006	0.782721	4.46412e-014	0.170979	4.30709e-014
195	0.687817	0.227806	0.778272	0.00224071	0.209198	0.00157492
197	0.644816	0.44459	0.733779	0.00661361	0.142224	0.00739324
198	0.737374	0	0.913043	4.45162e-014	0.526889	4.34715e-014
201	0.617786	0.0982164	0.760409	0.000208084	0.117442	0.00137124
202	0.984637	0.000539446	0.680722	4.46412e-014	0.194485	4.40725e-014
203	0.777655	0.0919306	0.680722	4.46412e-014	0.194485	3.98656e-014
204	0.518297	0.0765517	0.752239	0.00978285	0.16619	0.00486596
205	0.723887	0.0740947	0.585623	4.49851e-014	5.5201e-016	4.76784e-014
208	0.893011	0.0308816	0.687176	0.00238831	0.195766	0.00178121
209	0.660185	0.157655	0.682422	0.000910772	0.194895	6.57179e-005
210	0.630544	0.0700692	0.686488	0.00332752	0.195997	0.000246373
211	0.704483	0.0668278	0.688821	0.00435286	0.196531	0.000319859
212	0.949414	0.00734263	0.680722	4.59542e-014	0.194485	4.28705e-014
213	0.57013	0.0740657	0.734661	0.0132599	0.187214	0.00210231
214	0.712632	0.0361956	0.680722	4.47663e-014	0.194485	4.39723e-014
215	0.844408	0.220289	0.826235	0.0291158	0.405491	0.2008
216	0.505559	0.0363282	0.745113	0.00046038	0.140271	0.000330378
217	0.584054	0.158662	0.74566	0.00628439	0.132689	0.00631215
218	0.678854	0.151863	0.737601	0.000944519	0.193956	0.00147894
219	0.62099	0.168674	0.740328	0.00126067	0.191126	0.004919
221	0.491574	0.167857	0.758289	0.0023026	0.125118	0.00836209
222	0.631559	0.0776977	0.788373	0.00342337	0.199388	0.0139043
223	0.659551	0.0588473	0.753998	0.00365528	0.154402	0.0206677
224	0.689233	0.0836668	0.682122	0.000452559	0.194877	0.000770817
225	0.768003	0.108973	0.680722	4.63919e-014	0.194485	4.34715e-014
226	0.70822	0.0427683	0.725592	0.0100641	0.21591	0.00619052
227	0.699767	0.0713503	0.683039	0.00113948	0.196131	0.000619606
231	0.614865	0.0768234	0.759447	4.45162e-014	0.11506	4.32712e-014
232	0.702241	2.00215e-012	0.77386	4.45162e-014	0.204383	4.34715e-014
233	0.803597	0.075987	0.679496	0.000188082	0.198832	0.00109609
234	0.634981	0.0324738	0.757821	0.00058805	0.116956	0.000860845
236	0.643099	0.462891	0.710379	0.000886217	0.197913	9.07292e-005
237	0.599849	0.335195	0.67779	0.00403815	0.21847	0.00449769
238	0.653368	0.032058	0.689773	0.00298698	0.186852	0.00287355
239	0.897011	0.023841	0.74961	0.0140227	0.196575	0.00664227
240	0.599651	0.213279	0.705625	0.00654429	0.169361	0.00716953
241	0.952061	0.00306091	0.887016	0.00197819	0.333815	0.203026
242	0.710396	0.184549	0.697797	0.00732502	0.201877	0.00311424
243	0.820394	0.0839759	0.777846	0.00298596	0.23619	0.0203957
244	0.641076	0.07432	0.717611	4.60167e-014	0.129112	3.96652e-014
245	0.877952	0.00320811	0.783074	0.00613311	0.143989	0.00989563
246	0.71494	0.0461966	0.74754	0.000712333	0.127813	0.00064168
247	0.782251	0.000303329	0.905105	4.4016e-014	0.510461	4.34715e-014
248	0.70936	0.140906	0.765369	0.00350944	0.203481	4.26636e-005
249	0.58683	0.175651	0.760545	0.000262122	0.118703	0.00310389
252	0.756647	0.0981528	0.686789	0.00227487	0.194687	0.00125638
254	0.440451	0.121853	0.757897	0.000304794	0.11558	3.70092e-005
255	0.957238	0.000976637	0.759447	4.45162e-014	0.11506	4.32712e-014
256	0.693303	0.146336	0.73733	0.0118661	0.203745	0.00126169
257	0.678679	0.0828613	0.712125	0.00924557	0.198031	0.000129367
259	0.629317	0.00264429	0.690357	0.00392835	0.195509	4.77562e-005
